countryCode	countryName	regionCode	regionName	regionTypeName	source	totalArea	totalPopulation	totalPopulationDensity	url
GBR	United Kingdom	E10000019	Lincolnshire	county	Office for National Statistics	5937	736665	124	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000136	Boston	non-metropolitan district (two-tier)	Office for National Statistics	365	66902	183	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000137	East Lindsey	non-metropolitan district (two-tier)	Office for National Statistics	1765	137887	78	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000138	Lincoln	non-metropolitan district (two-tier)	Office for National Statistics	36	97065	2696	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000139	North Kesteven	non-metropolitan district (two-tier)	Office for National Statistics	922	111876	121	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000140	South Holland	non-metropolitan district (two-tier)	Office for National Statistics	751	91214	121	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000141	South Kesteven	non-metropolitan district (two-tier)	Office for National Statistics	943	138909	147	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000142	West Lindsey	non-metropolitan district (two-tier)	Office for National Statistics	1156	92812	80	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000021	Northamptonshire	county	Office for National Statistics	2364	723026	306	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000150	Corby	non-metropolitan district (two-tier)	Office for National Statistics	80	66854	836	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000151	Daventry	non-metropolitan district (two-tier)	Office for National Statistics	663	80014	121	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000152	East Northamptonshire	non-metropolitan district (two-tier)	Office for National Statistics	510	89746	176	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000153	Kettering	non-metropolitan district (two-tier)	Office for National Statistics	233	97650	419	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000154	Northampton	non-metropolitan district (two-tier)	Office for National Statistics	81	222462	2746	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000155	South Northamptonshire	non-metropolitan district (two-tier)	Office for National Statistics	634	89116	141	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000156	Wellingborough	non-metropolitan district (two-tier)	Office for National Statistics	163	77184	474	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000024	Nottinghamshire	county	Office for National Statistics	2085	805848	386	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000170	Ashfield	non-metropolitan district (two-tier)	Office for National Statistics	110	123574	1123	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000171	Bassetlaw	non-metropolitan district (two-tier)	Office for National Statistics	638	114533	180	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000172	Broxtowe	non-metropolitan district (two-tier)	Office for National Statistics	80	112253	1403	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000173	Gedling	non-metropolitan district (two-tier)	Office for National Statistics	120	115889	966	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000174	Mansfield	non-metropolitan district (two-tier)	Office for National Statistics	77	106556	1384	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000175	Newark and Sherwood	non-metropolitan district (two-tier)	Office for National Statistics	651	118569	182	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000176	Rushcliffe	non-metropolitan district (two-tier)	Office for National Statistics	409	114474	280	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E12000005	WEST MIDLANDS	English region	Office for National Statistics	12998	5751000	442	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000019	"Herefordshire, County of"	unitary authority	Office for National Statistics	2180	188099	86	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000051	Shropshire	unitary authority	Office for National Statistics	3197	311380	97	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000021	Stoke-on-Trent	unitary authority	Office for National Statistics	93	251648	2706	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000020	Telford and Wrekin	unitary authority	Office for National Statistics	290	171159	590	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000028	Staffordshire	county	Office for National Statistics	2620	862562	329	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000192	Cannock Chase	non-metropolitan district (two-tier)	Office for National Statistics	79	98535	1247	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000193	East Staffordshire	non-metropolitan district (two-tier)	Office for National Statistics	387	116040	300	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000194	Lichfield	non-metropolitan district (two-tier)	Office for National Statistics	331	102706	310	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000195	Newcastle-under-Lyme	non-metropolitan district (two-tier)	Office for National Statistics	211	127045	602	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000196	South Staffordshire	non-metropolitan district (two-tier)	Office for National Statistics	407	110726	272	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000197	Stafford	non-metropolitan district (two-tier)	Office for National Statistics	598	132488	222	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000198	Staffordshire Moorlands	non-metropolitan district (two-tier)	Office for National Statistics	576	97881	170	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000199	Tamworth	non-metropolitan district (two-tier)	Office for National Statistics	31	77141	2488	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000031	Warwickshire	county	Office for National Statistics	1975	554002	281	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000218	North Warwickshire	non-metropolitan district (two-tier)	Office for National Statistics	284	62787	221	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000219	Nuneaton and Bedworth	non-metropolitan district (two-tier)	Office for National Statistics	79	126319	1599	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000220	Rugby	non-metropolitan district (two-tier)	Office for National Statistics	351	103443	295	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000221	Stratford-on-Avon	non-metropolitan district (two-tier)	Office for National Statistics	978	121522	124	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000222	Warwick	non-metropolitan district (two-tier)	Office for National Statistics	283	139931	494	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E11000005	West Midlands (Met County)	metropolitan county	Office for National Statistics	902	2833557	3141	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000025	Birmingham	metropolitan borough	Office for National Statistics	268	1111307	4147	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000026	Coventry	metropolitan borough	Office for National Statistics	99	345385	3489	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000027	Dudley	metropolitan borough	Office for National Statistics	98	316464	3229	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000028	Sandwell	metropolitan borough	Office for National Statistics	86	319455	3715	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000029	Solihull	metropolitan borough	Office for National Statistics	178	210445	1182	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000030	Walsall	metropolitan borough	Office for National Statistics	104	276095	2655	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E08000031	Wolverhampton	metropolitan borough	Office for National Statistics	69	254406	3687	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000034	Worcestershire	county	Office for National Statistics	1741	578593	332	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000234	Bromsgrove	non-metropolitan district (two-tier)	Office for National Statistics	217	95768	441	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000235	Malvern Hills	non-metropolitan district (two-tier)	Office for National Statistics	577	75731	131	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000236	Redditch	non-metropolitan district (two-tier)	Office for National Statistics	54	84743	1569	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000237	Worcester	non-metropolitan district (two-tier)	Office for National Statistics	33	101328	3071	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000238	Wychavon	non-metropolitan district (two-tier)	Office for National Statistics	664	121520	183	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000239	Wyre Forest	non-metropolitan district (two-tier)	Office for National Statistics	195	99503	510	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E12000006	EAST	English region	Office for National Statistics	19119	6076451	318	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000055	Bedford	unitary authority	Office for National Statistics	476	166252	349	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000056	Central Bedfordshire	unitary authority	Office for National Statistics	716	274022	383	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000032	Luton	unitary authority	Office for National Statistics	43	214710	4993	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000031	Peterborough	unitary authority	Office for National Statistics	343	193980	566	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000033	Southend-on-Sea	unitary authority	Office for National Statistics	42	178702	4255	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000034	Thurrock	unitary authority	Office for National Statistics	163	165184	1013	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000003	Cambridgeshire	county	Office for National Statistics	3046	647238	212	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000008	Cambridge	non-metropolitan district (two-tier)	Office for National Statistics	41	130907	3193	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000009	East Cambridgeshire	non-metropolitan district (two-tier)	Office for National Statistics	651	87306	134	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000010	Fenland	non-metropolitan district (two-tier)	Office for National Statistics	546	99171	182	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000011	Huntingdonshire	non-metropolitan district (two-tier)	Office for National Statistics	906	174966	193	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000012	South Cambridgeshire	non-metropolitan district (two-tier)	Office for National Statistics	902	154888	172	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000012	Essex	county	Office for National Statistics	3465	1443151	416	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000066	Basildon	non-metropolitan district (two-tier)	Office for National Statistics	110	181721	1652	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000067	Braintree	non-metropolitan district (two-tier)	Office for National Statistics	612	150360	246	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000068	Brentwood	non-metropolitan district (two-tier)	Office for National Statistics	153	76057	497	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000069	Castle Point	non-metropolitan district (two-tier)	Office for National Statistics	45	89173	1982	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000070	Chelmsford	non-metropolitan district (two-tier)	Office for National Statistics	339	172638	509	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000071	Colchester	non-metropolitan district (two-tier)	Office for National Statistics	329	183939	559	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000072	Epping Forest	non-metropolitan district (two-tier)	Office for National Statistics	339	129677	383	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000073	Harlow	non-metropolitan district (two-tier)	Office for National Statistics	31	85397	2755	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000074	Maldon	non-metropolitan district (two-tier)	Office for National Statistics	359	62743	175	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000075	Rochford	non-metropolitan district (two-tier)	Office for National Statistics	169	85144	504	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000076	Tendring	non-metropolitan district (two-tier)	Office for National Statistics	338	141183	418	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000077	Uttlesford	non-metropolitan district (two-tier)	Office for National Statistics	641	85119	133	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000015	Hertfordshire	county	Office for National Statistics	1643	1166339	710	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000095	Broxbourne	non-metropolitan district (two-tier)	Office for National Statistics	51	96217	1887	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000096	Dacorum	non-metropolitan district (two-tier)	Office for National Statistics	212	151350	714	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000242	East Hertfordshire	non-metropolitan district (two-tier)	Office for National Statistics	476	144719	304	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000098	Hertsmere	non-metropolitan district (two-tier)	Office for National Statistics	101	102998	1020	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000099	North Hertfordshire	non-metropolitan district (two-tier)	Office for National Statistics	375	131696	351	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000240	St Albans	non-metropolitan district (two-tier)	Office for National Statistics	161	145797	906	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000243	Stevenage	non-metropolitan district (two-tier)	Office for National Statistics	26	86469	3326	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000102	Three Rivers	non-metropolitan district (two-tier)	Office for National Statistics	89	91674	1030	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000103	Watford	non-metropolitan district (two-tier)	Office for National Statistics	21	96403	4591	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000241	Welwyn Hatfield	non-metropolitan district (two-tier)	Office for National Statistics	130	119016	916	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000020	Norfolk	county	Office for National Statistics	5380	884978	164	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000143	Breckland	non-metropolitan district (two-tier)	Office for National Statistics	1305	135480	104	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000144	Broadland	non-metropolitan district (two-tier)	Office for National Statistics	552	126628	229	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000145	Great Yarmouth	non-metropolitan district (two-tier)	Office for National Statistics	174	98667	567	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000146	King's Lynn and West Norfolk	non-metropolitan district (two-tier)	Office for National Statistics	1438	151013	105	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000147	North Norfolk	non-metropolitan district (two-tier)	Office for National Statistics	963	103308	107	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000148	Norwich	non-metropolitan district (two-tier)	Office for National Statistics	39	138872	3561	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000149	South Norfolk	non-metropolitan district (two-tier)	Office for National Statistics	908	131010	144	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000029	Suffolk	county	Office for National Statistics	3801	741895	195	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000200	Babergh	non-metropolitan district (two-tier)	Office for National Statistics	594	89215	150	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000201	Forest Heath	non-metropolitan district (two-tier)	Office for National Statistics	378	63691	168	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000202	Ipswich	non-metropolitan district (two-tier)	Office for National Statistics	39	135600	3477	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000203	Mid Suffolk	non-metropolitan district (two-tier)	Office for National Statistics	871	99632	114	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000204	St Edmundsbury	non-metropolitan district (two-tier)	Office for National Statistics	657	112523	171	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000205	Suffolk Coastal	non-metropolitan district (two-tier)	Office for National Statistics	892	125052	140	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000206	Waveney	non-metropolitan district (two-tier)	Office for National Statistics	370	116182	314	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E12000007	LONDON	English region	Office for National Statistics	1572	8673713	5518	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E09000007	Camden	London borough	Office for National Statistics	22	241059	10957	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
